epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,145.243,1.75313,1.34943,1.79362,1.45969,0.53526,0.5,0.46251,0.14899,0.53526,0.5,0.33483,0.09376,1.35842,0.98231,1.39714,1.2361,0.00199448,0.00199448,0.00199448
22,152.397,1.88128,1.45964,2.05907,1.6197,0.29706,0.3,0.26568,0.10104,0.29706,0.3,0.27309,0.07736,1.34134,1.174,1.19346,1.29423,0.00199392,0.00199392,0.00199392
23,159.222,1.83259,1.59958,1.97562,1.55246,0.36328,0.4584,0.42643,0.16935,0.30395,0.5,0.466,0.13959,1.34035,0.94831,1.18035,1.20617,0.00199332,0.00199332,0.00199332
24,165.969,1.94795,1.7001,2.06867,1.62721,0.45555,0.5,0.48909,0.22137,0.45555,0.5,0.48415,0.13436,1.3621,1.14488,1.26664,1.22565,0.0019927,0.0019927,0.0019927
25,173.146,1.65027,1.22302,1.60219,1.39123,0.33539,0.6,0.39634,0.14911,0.73313,0.3,0.50578,0.17291,1.38697,0.96466,1.29769,1.27183,0.00199206,0.00199206,0.00199206
26,180.048,1.84506,1.52542,1.88337,1.58612,0.45395,0.33553,0.36334,0.12963,0.54605,0.4,0.4195,0.14644,1.39592,1.01759,1.32612,1.26984,0.00199138,0.00199138,0.00199138
27,187.018,1.66743,1.33079,1.66502,1.37308,0.52291,0.4,0.44487,0.19841,0.52291,0.4,0.45103,0.21516,1.15207,0.95704,1.14842,1.20688,0.00199068,0.00199068,0.00199068
28,193.838,1.53826,1.32776,1.63438,1.32261,0.49359,0.3,0.32175,0.08151,0.49359,0.3,0.35021,0.1243,1.78921,1.20966,2.03492,1.36694,0.00198995,0.00198995,0.00198995
29,200.671,1.77812,1.40777,1.73239,1.43558,0.32501,0.3,0.29932,0.13327,0.71274,0.3,0.34183,0.10278,1.40622,1.58076,1.53878,1.11671,0.0019892,0.0019892,0.0019892
30,207.784,1.67233,1.46085,1.8531,1.33042,0.46676,0.3,0.33301,0.12556,0.46676,0.3,0.2932,0.07705,1.51944,1.21606,1.5323,1.24314,0.00198841,0.00198841,0.00198841
31,214.871,1.62854,1.24563,1.74049,1.38197,0.48232,0.4,0.46967,0.16791,0.48232,0.4,0.45688,0.14277,1.48137,0.92788,1.14336,1.2502,0.0019876,0.0019876,0.0019876
32,222.982,1.68465,1.44265,1.74129,1.46578,0.52352,0.4,0.4602,0.17599,0.46625,0.4,0.4248,0.13413,1.43826,1.03244,1.2536,1.25027,0.00198676,0.00198676,0.00198676
33,230.434,1.52562,1.18496,1.72185,1.35417,0.70554,0.3,0.41973,0.17307,0.70554,0.3,0.40126,0.17236,1.40526,0.87789,1.17144,1.1733,0.0019859,0.0019859,0.0019859
34,237.636,1.37899,1.07072,1.45909,1.21811,0.47807,0.3,0.35965,0.1609,0.47807,0.3,0.36705,0.0954,1.58652,1.25258,1.39561,1.18945,0.00198501,0.00198501,0.00198501
35,245.025,1.66265,1.36708,1.78425,1.43279,0.2872,0.5,0.37385,0.17743,0.35533,0.6,0.39257,0.14183,1.2957,0.90609,1.3182,1.18352,0.00198409,0.00198409,0.00198409
36,252.772,1.54327,1.23903,1.61505,1.24037,0.42581,0.5,0.40558,0.14858,0.30188,0.6,0.35679,0.10095,1.26717,0.95244,1.26432,1.20443,0.00198314,0.00198314,0.00198314
37,260.505,1.38516,1.19589,1.34224,1.14618,0.44959,0.3,0.30999,0.10125,0.44959,0.3,0.32117,0.09949,1.4941,1.07934,1.27382,1.32664,0.00198217,0.00198217,0.00198217
38,267.734,1.54231,1.27148,1.45367,1.30912,0.22267,0.5,0.3107,0.12963,0.29653,0.6,0.34967,0.11724,1.23839,1.03622,1.61976,1.1865,0.00198117,0.00198117,0.00198117
39,274.63,1.66893,1.4163,1.79798,1.4603,0.53709,0.3,0.39271,0.1733,0.66444,0.39666,0.43118,0.18185,1.32995,0.95237,1.13905,1.25572,0.00198014,0.00198014,0.00198014
40,281.971,1.76026,1.33691,1.65113,1.46371,0.64475,0.3,0.39887,0.17435,0.64475,0.3,0.39499,0.16675,1.4146,0.97653,1.29342,1.24154,0.00197909,0.00197909,0.00197909
41,289.627,1.64838,1.40824,1.66064,1.42355,0.19569,0.7,0.28842,0.10852,0.57653,0.3,0.41006,0.12765,1.46166,0.95653,1.07047,1.27249,0.00197801,0.00197801,0.00197801
42,297.574,1.69534,1.29798,1.74008,1.48733,0.28641,0.6,0.43703,0.16325,0.42806,0.6,0.4761,0.1628,1.34986,1.03853,1.08689,1.23333,0.0019769,0.0019769,0.0019769
43,305.432,1.6424,1.37527,1.6304,1.38554,0.30196,0.5,0.35962,0.12163,0.32066,0.6,0.38863,0.11301,1.39149,0.984,1.11176,1.2567,0.00197577,0.00197577,0.00197577
44,313.345,1.64448,1.23635,1.57946,1.33206,0.37994,0.5,0.39797,0.1557,0.37994,0.5,0.36439,0.07753,1.4848,1.28014,1.14497,1.25622,0.00197461,0.00197461,0.00197461
45,320.722,1.63592,1.29986,1.49562,1.41069,0.349,0.6,0.42776,0.1851,0.38501,0.6,0.41085,0.1711,1.36095,0.94057,1.10811,1.246,0.00197342,0.00197342,0.00197342
46,328.083,1.54574,1.37664,1.6213,1.33612,0.46462,0.6,0.53783,0.24505,0.46462,0.6,0.52142,0.1984,1.23709,1.09148,1.10987,1.19919,0.00197221,0.00197221,0.00197221
47,335,1.65359,1.34427,1.5843,1.37442,0.41054,0.6,0.52145,0.22679,0.4252,0.8,0.54343,0.16673,1.15838,0.97515,1.09241,1.12322,0.00197097,0.00197097,0.00197097
48,341.937,1.63948,1.43443,1.58446,1.39578,0.39295,0.3,0.41438,0.17628,0.39295,0.3,0.43509,0.12787,1.17949,1.00289,1.14965,1.13567,0.0019697,0.0019697,0.0019697
49,348.726,1.65708,1.25053,1.55956,1.42928,0.32853,0.7,0.4306,0.20502,0.32853,0.7,0.42804,0.11056,1.10762,1.16656,1.10317,1.12352,0.00196841,0.00196841,0.00196841
50,355.36,1.72685,1.4573,1.63753,1.56289,0.55901,0.6,0.46877,0.1282,0.3705,0.4,0.26582,0.06123,1.27457,1.21435,1.09995,1.14095,0.00196709,0.00196709,0.00196709
51,362.041,1.47478,1.27234,1.44186,1.29433,0.44834,0.6,0.54026,0.22687,0.44834,0.6,0.54128,0.1744,1.27316,1.0449,0.9835,1.16344,0.00196574,0.00196574,0.00196574
52,369.037,1.60263,1.29607,1.49405,1.38608,0.82757,0.48272,0.56945,0.24675,0.82757,0.48272,0.57719,0.25497,1.29148,0.91931,1.06225,1.1594,0.00196437,0.00196437,0.00196437
53,375.881,1.51324,1.22779,1.53379,1.29525,0.64913,0.4,0.47835,0.15037,0.45385,0.49873,0.36857,0.09742,1.46481,1.14581,1.2214,1.2338,0.00196297,0.00196297,0.00196297
54,382.933,1.63549,1.32306,1.62812,1.42064,0.41337,0.6,0.43478,0.18795,0.41337,0.6,0.43304,0.13117,1.40579,0.95696,1.29775,1.21296,0.00196154,0.00196154,0.00196154
55,389.926,1.59383,1.51371,1.54407,1.3557,0.41059,0.4,0.43056,0.19399,0.36654,0.5,0.41405,0.14582,1.3092,0.94869,1.08874,1.21154,0.00196009,0.00196009,0.00196009
56,396.684,1.72802,1.32972,1.492,1.46163,0.44621,0.3,0.35671,0.19715,0.44621,0.3,0.34822,0.12905,1.27125,1.01009,1.11909,1.17594,0.00195862,0.00195862,0.00195862
57,403.884,1.57599,1.26706,1.61348,1.27374,0.54889,0.3,0.37761,0.17559,0.54889,0.3,0.38085,0.17798,1.37204,0.91457,1.18741,1.19573,0.00195711,0.00195711,0.00195711
58,410.569,1.55954,1.17185,1.49448,1.28015,0.68342,0.5,0.52416,0.2436,0.63911,0.5,0.55549,0.25347,1.28138,0.88658,1.07931,1.11432,0.00195558,0.00195558,0.00195558
59,417.117,1.37253,1.13165,1.42251,1.16015,0.59791,0.59529,0.57173,0.2337,0.68502,0.65505,0.57727,0.12361,1.32528,1.26244,1.22435,1.11896,0.00195403,0.00195403,0.00195403
60,424.051,1.67801,1.39694,1.72763,1.35891,0.41017,0.6,0.49283,0.12954,0.52887,0.45196,0.51324,0.1219,1.48373,1.02391,1.28843,1.19546,0.00195245,0.00195245,0.00195245
61,430.931,1.40349,1.18645,1.24848,1.16836,0.43121,0.6,0.41255,0.18236,0.43121,0.6,0.39345,0.15683,1.32681,1.01629,1.21589,1.13801,0.00195084,0.00195084,0.00195084
62,437.774,1.63825,1.26741,1.64609,1.39556,0.3941,0.5,0.35127,0.13224,0.47934,0.46281,0.42187,0.12862,1.49489,0.88808,1.38102,1.24883,0.00194921,0.00194921,0.00194921
63,444.823,1.62226,1.35427,1.49512,1.35804,0.62337,0.4,0.46559,0.21945,0.62337,0.4,0.46919,0.18221,1.42405,0.88075,1.12516,1.16605,0.00194755,0.00194755,0.00194755
64,451.722,1.73477,1.3152,1.54074,1.45341,0.62603,0.4,0.54099,0.17903,0.48184,0.5,0.4142,0.14483,1.32307,0.97552,1.09778,1.14362,0.00194587,0.00194587,0.00194587
65,458.604,1.36467,1.11337,1.23337,1.18521,0.43672,0.5,0.46259,0.20665,0.43672,0.5,0.45611,0.17322,1.34239,1.02219,1.12804,1.20092,0.00194416,0.00194416,0.00194416
66,465.265,1.59851,1.30136,1.50921,1.36382,0.62406,0.4,0.44991,0.15373,0.37382,0.65807,0.42244,0.16938,1.39882,0.98435,1.10997,1.2455,0.00194243,0.00194243,0.00194243
67,472.401,1.63512,1.37304,1.4995,1.3921,0.46816,0.5,0.42875,0.14802,0.46816,0.5,0.41318,0.1323,1.26843,0.86213,1.11551,1.14043,0.00194067,0.00194067,0.00194067
68,479.256,1.53558,1.2151,1.3713,1.2617,0.2741,0.6,0.43692,0.18436,0.2741,0.6,0.4354,0.20875,1.23548,0.86665,1.17974,1.08841,0.00193888,0.00193888,0.00193888
69,486.019,1.4483,1.06262,1.47007,1.28806,0.31315,0.5,0.39574,0.18976,0.29003,0.8,0.4034,0.19967,1.1555,0.85618,1.20027,1.11101,0.00193707,0.00193707,0.00193707
70,493.279,1.51157,1.28977,1.49191,1.28681,0.53198,0.34477,0.46083,0.20635,0.4169,0.6,0.5067,0.15798,1.36865,1.05002,1.05899,1.24558,0.00193524,0.00193524,0.00193524
71,500.401,1.64574,1.32071,1.67044,1.40324,0.60744,0.5,0.54937,0.16495,0.51492,0.5,0.50656,0.12576,1.4164,1.09246,1.02813,1.24325,0.00193338,0.00193338,0.00193338
72,507.436,1.52126,1.31558,1.48988,1.29126,0.69904,0.6,0.57833,0.26786,0.69904,0.6,0.58757,0.23975,1.25343,1.1512,1.09908,1.17201,0.00193149,0.00193149,0.00193149
73,514.174,1.35329,1.15859,1.25678,1.11475,1,0.29524,0.47938,0.26132,0.38034,0.7,0.50247,0.21335,1.16488,0.92641,1.04638,1.11114,0.00192958,0.00192958,0.00192958
74,521.453,1.27548,1.19036,1.22526,1.08972,0.34946,0.6,0.45893,0.27448,0.34946,0.6,0.46359,0.1735,1.1535,1.14274,1.24956,1.11821,0.00192765,0.00192765,0.00192765
75,528.429,1.46381,1.4548,1.47025,1.33443,0.53235,0.3,0.43772,0.21482,0.53235,0.3,0.40984,0.16694,1.2259,1.00313,1.28584,1.12028,0.00192569,0.00192569,0.00192569
76,535.345,1.48547,1.47748,1.38857,1.26059,0.41352,0.4,0.36521,0.17408,0.41352,0.4,0.37746,0.16398,1.34181,0.91803,1.23123,1.15834,0.0019237,0.0019237,0.0019237
77,542.55,1.53858,1.2231,1.41625,1.27186,0.74265,0.4,0.54269,0.17601,0.39946,0.46754,0.321,0.08858,1.39155,1.23684,1.14391,1.15181,0.0019217,0.0019217,0.0019217
78,549.588,1.45615,1.26471,1.37932,1.17986,0.70569,0.5,0.65107,0.24935,0.70569,0.5,0.63946,0.28534,1.30582,0.94583,1.05173,1.09515,0.00191966,0.00191966,0.00191966
79,556.456,1.58952,1.21402,1.48891,1.31021,0.98082,0.4,0.59879,0.25679,0.98082,0.4,0.61763,0.25174,1.13593,0.87901,1.04444,0.98798,0.0019176,0.0019176,0.0019176
80,563.387,1.54982,1.31579,1.6841,1.39171,0.59538,0.4,0.54883,0.20289,0.43753,0.6,0.5711,0.13383,1.22352,1.06753,1.03786,1.05885,0.00191552,0.00191552,0.00191552
81,570.438,1.3934,1.29838,1.4472,1.26492,0.35864,0.5,0.47168,0.2486,0.51243,0.6,0.48517,0.19961,1.10601,1.06338,0.9072,0.98718,0.00191341,0.00191341,0.00191341
82,577.167,1.32702,1.17134,1.33992,1.05844,0.47044,0.8,0.506,0.25568,0.45357,0.6,0.45742,0.20448,1.05395,0.90678,0.95813,0.95902,0.00191128,0.00191128,0.00191128
83,583.969,1.43513,1.26282,1.61256,1.28953,0.33747,0.9,0.43817,0.18864,0.50029,0.50064,0.49732,0.13962,1.26147,1.00218,1.02249,1.07225,0.00190913,0.00190913,0.00190913
84,590.968,1.45354,1.14857,1.40764,1.1941,0.35567,0.8,0.54459,0.22711,0.53331,0.6,0.56596,0.21154,1.15395,0.87316,1.0587,1.07292,0.00190695,0.00190695,0.00190695
85,597.951,1.5684,1.29737,1.51737,1.28941,0.53707,0.5,0.54073,0.26609,0.53707,0.5,0.58135,0.23963,1.20608,0.91373,1.25099,1.05881,0.00190475,0.00190475,0.00190475
86,604.919,1.5912,1.22754,1.55874,1.30563,0.56224,0.4,0.55726,0.28732,0.56224,0.4,0.55153,0.27655,1.12408,0.79746,1.00161,1.02382,0.00190252,0.00190252,0.00190252
87,611.94,1.27808,1.0434,1.19766,1.06007,0.2817,0.7,0.45097,0.26367,0.2817,0.7,0.42786,0.19058,1.1492,0.97297,0.95807,1.0388,0.00190027,0.00190027,0.00190027
88,619.008,1.62378,1.44135,1.69475,1.39625,0.30187,0.7,0.42908,0.18596,0.29763,0.7,0.37082,0.13145,1.23956,1.1319,1.00781,1.07855,0.00189799,0.00189799,0.00189799
89,625.868,1.45961,1.27794,1.38777,1.26909,0.5395,0.4711,0.50488,0.2537,0.5395,0.4711,0.49208,0.23372,1.09697,0.8267,0.93758,1.04057,0.0018957,0.0018957,0.0018957
90,632.696,1.38161,1.16637,1.33526,1.20857,0.53842,0.6,0.55576,0.32529,0.53842,0.6,0.55576,0.21659,0.94113,0.98466,1.00174,0.98172,0.00189337,0.00189337,0.00189337
91,639.858,1.54756,1.45041,1.51188,1.36641,0.82429,0.6,0.696,0.26164,0.82429,0.6,0.67255,0.25229,0.91481,0.92292,0.94189,0.98117,0.00189103,0.00189103,0.00189103
92,646.999,1.35523,1.17511,1.46037,1.11526,0.45512,0.9,0.57787,0.2671,0.48195,0.83862,0.61678,0.20547,1.06639,0.97818,1.019,1.02991,0.00188866,0.00188866,0.00188866
93,653.869,1.39009,1.29608,1.30156,1.21394,0.51082,0.5,0.59661,0.29205,0.51082,0.5,0.57629,0.27635,1.22124,0.87555,0.92709,1.03627,0.00188627,0.00188627,0.00188627
94,660.733,1.38417,1.25421,1.37639,1.20488,0.45838,0.7,0.49399,0.25124,0.52831,0.7,0.59543,0.26747,1.12791,0.87175,1.03432,1.03081,0.00188385,0.00188385,0.00188385
95,668.285,1.33678,1.22566,1.39029,1.12076,0.65856,0.7,0.64521,0.30696,0.65856,0.7,0.6386,0.21509,1.04159,1.02375,0.96349,0.99309,0.00188142,0.00188142,0.00188142
96,675.872,1.21409,0.98492,1.09409,1.08441,0.52279,0.7,0.59424,0.35085,0.52279,0.7,0.55911,0.2453,1.07231,0.95002,0.85611,0.92696,0.00187896,0.00187896,0.00187896
97,683.702,1.34593,1.11679,1.33762,1.12015,0.45852,0.9,0.63051,0.35456,0.38828,0.6,0.60084,0.28066,0.99019,0.81024,0.86675,0.91024,0.00187647,0.00187647,0.00187647
98,691.989,1.45056,1.27734,1.4913,1.23592,0.38087,0.73943,0.45967,0.17828,0.37944,0.7349,0.45035,0.13864,1.09117,0.88088,0.89196,0.92167,0.00187397,0.00187397,0.00187397
99,700.201,1.46573,1.14133,1.3086,1.18462,0.43984,0.7,0.54305,0.29177,0.43984,0.7,0.5458,0.26341,1.08323,0.84537,0.87463,0.93266,0.00187144,0.00187144,0.00187144
100,707.911,1.42336,1.36311,1.40664,1.26033,0.51149,0.62987,0.56646,0.27388,0.51149,0.62987,0.56292,0.16182,1.21161,1.01878,1.06516,1.05556,0.00186889,0.00186889,0.00186889
101,714.975,1.3485,1.20423,1.40419,1.19084,0.60784,0.6,0.564,0.27755,0.60784,0.6,0.56311,0.21623,1.24653,0.94889,1.13994,1.0755,0.00186631,0.00186631,0.00186631
102,721.447,1.20562,1.14705,1.17731,0.97184,0.45191,0.6,0.52496,0.33575,0.45191,0.6,0.51565,0.27452,1.03189,0.86412,1.02423,0.99579,0.00186372,0.00186372,0.00186372
103,728.361,1.36558,1.15939,1.24395,1.14394,0.46347,0.7,0.513,0.22352,0.46347,0.7,0.50837,0.15811,1.15046,1.03844,1.01452,1.02307,0.0018611,0.0018611,0.0018611
104,735.627,1.46447,1.3288,1.53397,1.27692,0.35942,0.61802,0.45307,0.20947,0.36712,0.6,0.41813,0.15736,1.32199,0.93948,1.01175,1.12365,0.00185846,0.00185846,0.00185846
105,742.484,1.15317,1.12414,1.07078,1.00032,0.39961,0.7,0.49521,0.25624,0.39961,0.7,0.4962,0.22392,1.05496,0.83395,0.96261,0.97623,0.00185579,0.00185579,0.00185579
106,749.532,1.28719,1.12499,1.18312,1.09991,0.57894,0.68841,0.58019,0.27099,0.57894,0.68841,0.59473,0.19019,1.14134,1.09426,0.88585,0.95727,0.00185311,0.00185311,0.00185311
107,756.653,1.34632,1.21619,1.31232,1.14141,0.60287,0.76094,0.71269,0.37679,0.60287,0.76094,0.69914,0.26014,1.01831,0.95958,0.88445,0.89542,0.0018504,0.0018504,0.0018504
108,763.439,1.35994,1.28981,1.45096,1.18221,0.54939,0.7,0.71935,0.3402,0.54939,0.7,0.68193,0.29242,1.14017,0.91565,0.92752,0.98752,0.00184767,0.00184767,0.00184767
109,770.749,1.36232,1.2266,1.40007,1.22858,0.52162,0.65622,0.7079,0.33382,0.52162,0.65622,0.70907,0.34802,1.09481,0.84892,0.9571,0.96982,0.00184492,0.00184492,0.00184492
110,777.767,1.41289,1.27119,1.32086,1.13614,0.49334,0.6,0.57537,0.28069,0.49334,0.6,0.58408,0.26034,1.31496,0.85231,1.03444,1.09719,0.00184215,0.00184215,0.00184215
111,784.483,1.36715,1.19745,1.37851,1.17619,0.48914,0.7,0.63248,0.29557,0.48914,0.7,0.64927,0.21821,1.25312,0.90329,0.94499,1.05108,0.00183936,0.00183936,0.00183936
112,791.589,1.56912,1.46998,1.55356,1.41672,0.49617,0.7,0.66334,0.39847,0.49617,0.7,0.67337,0.26608,1.2249,0.92901,0.91892,1.05525,0.00183655,0.00183655,0.00183655
113,798.673,1.31889,1.17661,1.32162,1.10479,0.45464,0.7518,0.60183,0.32385,0.59297,0.5,0.56775,0.2436,1.18095,0.86765,1.04149,1.01371,0.00183371,0.00183371,0.00183371
114,805.57,1.15707,1.07161,1.13637,1.00063,0.5422,0.8,0.63792,0.32386,0.47372,0.7,0.5962,0.26095,1.18861,0.87499,0.99748,1.02305,0.00183085,0.00183085,0.00183085
115,812.387,1.43876,1.18886,1.31099,1.24081,1,0.57543,0.73829,0.37981,1,0.57543,0.6977,0.3158,1.13873,0.81391,0.91442,0.98612,0.00182798,0.00182798,0.00182798
116,819.927,1.28411,1.02805,1.13205,1.12175,0.74993,0.6,0.72373,0.36379,0.74993,0.6,0.68836,0.2816,1.13893,0.97825,0.85749,0.99782,0.00182508,0.00182508,0.00182508
117,826.586,1.32467,1.1649,1.17726,1.19789,0.46997,0.8,0.69457,0.35377,0.46997,0.8,0.69457,0.34284,1.0407,0.88554,0.90355,0.92923,0.00182216,0.00182216,0.00182216
118,833.665,1.32882,1.0588,1.20109,1.16519,0.95179,0.6,0.76731,0.26326,0.90782,0.5,0.67314,0.10269,1.24375,1.25927,0.83648,1.05251,0.00181922,0.00181922,0.00181922
119,840.535,1.45671,1.24584,1.38603,1.2585,0.43356,0.9,0.59323,0.18542,0.41992,0.94216,0.63532,0.14443,1.30954,0.90262,0.928,1.10293,0.00181626,0.00181626,0.00181626
120,847.703,1.25879,1.17927,1.24231,1.10863,0.51807,0.6,0.59709,0.33355,0.51807,0.6,0.58676,0.27393,1.0221,0.81196,0.87927,0.95952,0.00181328,0.00181328,0.00181328
121,854.584,1.39704,1.18168,1.27898,1.17851,0.37987,0.61326,0.61962,0.33711,0.37987,0.61326,0.60773,0.23328,1.0878,0.98201,0.8626,0.95603,0.00181028,0.00181028,0.00181028
122,861.4,1.14129,1.05068,1.09771,1.0249,0.86826,0.4,0.53197,0.30851,0.86826,0.4,0.56546,0.27617,1.24564,0.96896,1.06607,1.04704,0.00180726,0.00180726,0.00180726
123,868.486,1.45793,1.26469,1.37278,1.24034,0.7352,0.5,0.64833,0.34845,0.7352,0.5,0.64337,0.3554,1.23625,0.81504,0.86223,1.05887,0.00180422,0.00180422,0.00180422
124,875.28,1.2348,1.20113,1.36185,1.10781,0.63085,0.6,0.74007,0.32705,0.63085,0.6,0.69095,0.33501,1.19467,0.79766,0.83697,1.00641,0.00180116,0.00180116,0.00180116
125,882.115,1.32315,1.06718,1.20008,1.18359,0.69096,0.7,0.78223,0.36968,0.69096,0.7,0.76687,0.34465,1.19465,0.85362,0.84301,1.01201,0.00179807,0.00179807,0.00179807
126,888.86,1.38124,1.17358,1.36969,1.1526,0.66731,0.6,0.71192,0.37966,0.66731,0.6,0.6948,0.3528,1.04719,0.82462,0.86797,0.92977,0.00179497,0.00179497,0.00179497
127,895.763,1.35909,1.24424,1.20529,1.18217,0.77089,0.67521,0.70029,0.3325,0.77089,0.67521,0.69885,0.27585,1.10663,0.97458,0.87877,0.94404,0.00179185,0.00179185,0.00179185
128,903.058,1.44591,1.33177,1.51608,1.27377,0.74504,0.7,0.72728,0.41544,0.74504,0.7,0.72623,0.25652,0.90893,0.95295,0.87179,0.88998,0.00178872,0.00178872,0.00178872
129,909.838,1.26911,1.15986,1.24637,1.12242,0.76805,0.66499,0.7071,0.43497,0.76805,0.66499,0.71144,0.27474,0.99458,0.92349,0.83289,0.91358,0.00178556,0.00178556,0.00178556
130,917.097,1.3211,1.21878,1.34861,1.25233,0.6782,0.63461,0.73167,0.34494,0.6782,0.63461,0.71137,0.24997,1.1582,0.94949,0.94174,1.0284,0.00178238,0.00178238,0.00178238
131,923.879,1.13707,1.06922,1.21002,1.02329,0.68154,0.8,0.75576,0.41202,0.68154,0.8,0.73208,0.2892,1.00923,0.88532,0.81047,0.94339,0.00177918,0.00177918,0.00177918
132,931.15,1.24844,1.08486,1.16904,1.09402,0.67936,0.7,0.68674,0.38768,0.67936,0.7,0.67417,0.28539,1.03794,0.88952,0.77293,0.94513,0.00177597,0.00177597,0.00177597
133,938.254,1.28844,1.20057,1.274,1.12565,0.44961,0.8,0.64527,0.38466,0.44961,0.8,0.64933,0.34521,1.1092,0.77558,0.8459,1.00963,0.00177273,0.00177273,0.00177273
