epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,863.02,1.38132,1.19411,1.35396,1.18115,0.78667,0.73999,0.88132,0.35304,0.99939,0.6,0.78643,0.29662,1.06005,0.83018,0.92274,0.93559,0.00185535,0.00185535,0.00185535
127,869.832,1.33365,1.2678,1.36363,1.13908,0.83603,0.6,0.73419,0.31214,0.97722,0.7,0.79506,0.23241,1.15965,1.02394,1.02478,1.00059,0.00185311,0.00185311,0.00185311
128,877.014,1.4492,1.31806,1.56056,1.28634,0.97847,0.7,0.75759,0.35117,0.97847,0.7,0.76232,0.23528,1.04137,1.02788,1.06616,0.97083,0.00185085,0.00185085,0.00185085
129,883.693,1.24171,1.23159,1.28199,1.11639,0.87272,0.68724,0.74318,0.38931,1,0.78464,0.81198,0.32482,1.00084,0.99959,0.95211,0.93803,0.00184859,0.00184859,0.00184859
130,890.782,1.31235,1.26512,1.34764,1.21554,1,0.75992,0.89871,0.43667,1,0.75992,0.89871,0.276,1.07759,1.06351,0.84552,1.00773,0.0018463,0.0018463,0.0018463
131,897.372,1.16682,1.12349,1.22964,1.07539,0.85371,0.7,0.84069,0.51065,0.85371,0.7,0.86833,0.39682,1.00453,0.8312,0.87973,0.96546,0.001844,0.001844,0.001844
132,904.29,1.22483,1.13203,1.13172,1.10696,0.80784,0.9,0.89833,0.36115,0.78513,0.7,0.86506,0.22277,1.21216,1.12141,0.89253,1.0666,0.00184169,0.00184169,0.00184169
133,911.27,1.25945,1.19845,1.35021,1.1323,0.87716,0.9,0.94643,0.43553,0.87716,0.9,0.94643,0.31433,1.11156,0.95566,1.0238,0.99301,0.00183936,0.00183936,0.00183936
134,918.116,1.46091,1.3589,1.34577,1.28359,0.79939,0.9,0.84733,0.37256,0.79939,0.9,0.85404,0.39048,1.15405,0.80229,0.91909,1.03229,0.00183702,0.00183702,0.00183702
135,924.87,1.17876,0.98708,1.08268,1.03842,0.67659,0.8387,0.81892,0.33046,0.67659,0.8387,0.81892,0.30725,1.13453,0.89863,0.88263,1.02116,0.00183466,0.00183466,0.00183466
136,931.834,1.32428,1.13137,1.13633,1.14903,0.69846,0.8,0.74133,0.32878,0.8243,0.94041,0.89976,0.38658,1.05605,0.80537,0.90265,1.00589,0.00183228,0.00183228,0.00183228
137,938.302,1.27886,1.15214,1.18253,1.15822,0.73678,0.9,0.88098,0.4318,0.73678,0.9,0.88098,0.32392,1.082,0.90597,0.84154,1.00743,0.0018299,0.0018299,0.0018299
138,945.128,1.23237,1.15507,1.1187,1.07472,0.90749,0.7,0.88151,0.45857,0.87231,0.9,0.90833,0.35205,1.1375,0.85644,0.80927,1.04618,0.00182749,0.00182749,0.00182749
139,952.365,1.13596,1.06073,1.10579,0.97709,0.70578,0.72118,0.82446,0.32112,0.71853,0.8,0.84827,0.40957,1.16764,0.80137,0.94101,1.0441,0.00182508,0.00182508,0.00182508
140,958.841,1.22256,1.13957,1.098,1.06228,1,0.78489,0.90704,0.37954,1,0.78489,0.91762,0.29079,1.14052,1.00635,0.83372,1.12884,0.00182265,0.00182265,0.00182265
141,965.494,1.04936,1.02086,0.92965,0.96273,0.87503,0.70019,0.83941,0.3637,0.87503,0.70019,0.81001,0.24652,1.24448,1.13521,1.05248,1.11928,0.0018202,0.0018202,0.0018202
142,972.082,1.23295,1.02706,1.0788,1.08485,0.77641,0.7,0.85828,0.41069,0.88794,0.8,0.89055,0.37538,1.15253,0.87974,0.90008,0.97447,0.00181774,0.00181774,0.00181774
143,978.417,1.30184,1.05526,1.19392,1.03064,0.89904,0.89133,0.93167,0.36566,0.89904,0.89133,0.93167,0.2972,1.14868,0.90244,0.90681,1.01824,0.00181527,0.00181527,0.00181527
144,984.997,1.25364,1.14398,1.19932,1.06308,1,0.59176,0.83285,0.30646,1,0.59176,0.83285,0.36117,1.11659,0.83028,1.04219,0.97663,0.00181278,0.00181278,0.00181278
145,991.674,1.17172,1.11205,1.0925,0.99757,0.60349,0.76288,0.70875,0.38257,0.79214,0.7,0.85391,0.36634,0.97106,0.85384,0.97358,0.95082,0.00181028,0.00181028,0.00181028
146,998.387,1.29562,1.22418,1.16287,1.09938,1,0.87627,0.90241,0.40661,1,0.87627,0.90241,0.30108,0.9834,0.9492,0.87954,0.95514,0.00180776,0.00180776,0.00180776
147,1005.03,1.22374,1.07473,1.19057,1.12261,0.97551,0.8,0.87481,0.38617,0.97551,0.8,0.87481,0.28963,1.17632,1.09473,0.89747,1.00343,0.00180523,0.00180523,0.00180523
148,1012.13,1.5549,1.27787,1.44998,1.36985,0.85191,0.7,0.70955,0.38685,0.97698,0.8,0.82976,0.30914,0.92541,1.02724,0.85496,0.91169,0.00180269,0.00180269,0.00180269
149,1019.08,1.15171,1.0275,1.07831,1.01772,0.88429,0.76685,0.80016,0.46971,0.97433,0.8,0.85571,0.35803,0.89601,0.86543,0.76725,0.92083,0.00180013,0.00180013,0.00180013
150,1025.89,1.21771,1.0691,1.01917,1.05751,0.57777,1,0.81167,0.3281,0.71044,0.9,0.86722,0.34739,1.11334,0.88619,0.86654,1.0256,0.00179756,0.00179756,0.00179756
151,1032.62,1.37228,1.14975,1.39669,1.16113,0.71661,0.9,0.77882,0.45125,0.71661,0.9,0.85216,0.3643,0.89822,0.86661,0.80438,0.8914,0.00179497,0.00179497,0.00179497
152,1039.21,1.2269,1.11693,1.23377,1.07736,0.7049,0.7,0.7692,0.42358,0.85912,0.8,0.88654,0.38202,1.04199,0.82616,0.82728,0.92912,0.00179238,0.00179238,0.00179238
153,1045.99,1.28945,1.12606,1.18814,1.1085,0.73831,0.56728,0.70188,0.34586,0.95866,0.7,0.84862,0.34816,1.012,0.78418,0.87046,0.95617,0.00178976,0.00178976,0.00178976
154,1052.78,1.20786,1.17137,1.06573,1.13935,0.84026,0.6,0.71127,0.39221,0.98844,0.7,0.77171,0.341,1.0641,0.91403,0.95848,0.94973,0.00178714,0.00178714,0.00178714
155,1059.22,1.31737,1.23575,1.28306,1.15318,0.97224,0.7,0.78296,0.35331,0.97224,0.7,0.78296,0.2964,1.04119,1.0147,1.03112,0.98145,0.0017845,0.0017845,0.0017845
156,1066.12,1.29218,1.11963,1.27912,1.12929,0.70413,0.7,0.68855,0.30507,0.8736,0.8,0.82055,0.26092,1.11626,0.96726,0.95214,1.00146,0.00178185,0.00178185,0.00178185
157,1072.94,1.42619,1.32249,1.36685,1.24563,0.98276,0.8,0.8649,0.35687,0.98276,0.8,0.8649,0.3055,0.99664,0.93193,0.85998,0.92036,0.00177918,0.00177918,0.00177918
158,1079.97,1.29057,1.16347,1.26298,1.06384,0.97397,0.7,0.81042,0.4139,0.97397,0.7,0.81042,0.37842,0.92384,0.85865,1.01684,0.89266,0.0017765,0.0017765,0.0017765
159,1086.81,1.25335,1.13189,1.1405,1.06793,0.77443,0.68795,0.73076,0.37601,0.97224,0.7,0.82891,0.321,0.92969,0.94246,0.92038,0.9203,0.00177381,0.00177381,0.00177381
160,1093.57,1.32823,1.25431,1.22236,1.21645,0.97904,0.6,0.81134,0.32109,0.86439,0.8,0.86514,0.31705,1.03011,0.92448,0.94752,0.98088,0.00177111,0.00177111,0.00177111
161,1100.22,1.1571,1.16004,1.07379,1.02343,0.98605,0.7,0.88333,0.34354,0.98605,0.7,0.88333,0.34433,1.12605,0.85493,0.91797,1.06961,0.00176839,0.00176839,0.00176839
162,1107.17,1.19468,1.11293,1.08884,1.06591,0.98534,0.7,0.82179,0.49954,0.98534,0.7,0.85512,0.41723,1.00873,0.88565,0.96069,0.94994,0.00176566,0.00176566,0.00176566
163,1113.77,1.1566,1.03081,1.09451,0.99515,0.87382,0.69339,0.79543,0.45239,1,0.78998,0.9069,0.36361,0.93599,0.9519,0.91402,0.92565,0.00176292,0.00176292,0.00176292
164,1120.65,1.30293,1.22082,1.16443,1.1281,1,0.69714,0.88683,0.39183,1,0.69714,0.88683,0.33663,1.11648,0.91692,0.8089,0.95181,0.00176016,0.00176016,0.00176016
165,1127.29,1.20381,1.07465,1.14849,0.99351,0.85186,0.7,0.77964,0.40126,0.85186,0.7,0.81283,0.28535,1.01639,0.88156,0.85375,0.90659,0.00175739,0.00175739,0.00175739
166,1134.33,1.20359,1.07305,1.163,1.09485,1,0.69165,0.7683,0.31703,1,0.7246,0.84294,0.28654,1.0325,0.91007,0.98408,0.95197,0.00175461,0.00175461,0.00175461
167,1141.17,1.19639,1.23866,1.03537,0.99786,0.97669,0.7,0.74751,0.35821,0.99192,0.8,0.839,0.28948,0.95216,0.96351,0.98902,0.95534,0.00175182,0.00175182,0.00175182
168,1147.64,1.1976,1.09512,1.18717,1.02264,0.98428,0.7,0.80684,0.36101,0.98428,0.7,0.81776,0.33971,1.00789,0.80163,1.04469,0.94689,0.00174901,0.00174901,0.00174901
169,1154.55,1.20562,1.1213,1.06745,1.01278,1,0.69675,0.81935,0.37781,1,0.69675,0.83763,0.37259,1.00537,0.81961,1.04577,0.92646,0.0017462,0.0017462,0.0017462
170,1161.16,1.20039,1.11875,1.08767,1.03137,1,0.74399,0.82717,0.38126,1,0.74399,0.84874,0.36499,1.10942,0.87822,0.91282,0.95514,0.00174337,0.00174337,0.00174337
171,1167.87,1.30808,1.41562,1.2481,1.13171,0.81675,0.6,0.77718,0.33639,0.95288,0.7,0.8248,0.35622,1.17053,0.91057,1.02048,0.98455,0.00174052,0.00174052,0.00174052
172,1174.82,1.13416,1.0351,0.97304,1.0283,0.66554,0.7,0.7566,0.38265,1,0.6746,0.84822,0.33416,1.11531,0.89139,0.96025,1.01655,0.00173767,0.00173767,0.00173767
173,1181.72,1.37456,1.29937,1.22802,1.21699,0.95783,0.7,0.85034,0.38834,0.95783,0.7,0.85034,0.40413,0.99719,0.88871,0.93881,0.9355,0.0017348,0.0017348,0.0017348
174,1188.4,1.34621,1.14885,1.20061,1.18165,0.97116,0.7,0.79937,0.35959,0.97116,0.7,0.87192,0.41562,0.925,0.87195,0.94945,0.92957,0.00173193,0.00173193,0.00173193
175,1195.17,1.21689,1.08058,1.1248,1.07798,0.87809,0.7,0.87346,0.4972,0.87809,0.7,0.87346,0.36768,0.96073,0.90049,0.891,0.92255,0.00172903,0.00172903,0.00172903
176,1201.94,1.20188,1.21166,1.20698,1.11305,0.88349,0.76111,0.89579,0.48548,0.88349,0.76111,0.89579,0.45296,0.92785,0.74479,0.80408,0.85344,0.00172613,0.00172613,0.00172613
177,1209.06,1.00807,1.03053,0.9503,0.91777,0.74017,0.85676,0.8803,0.39417,0.74017,0.85676,0.8803,0.37042,0.97575,0.93224,0.8834,0.84932,0.00172322,0.00172322,0.00172322
178,1215.96,1.11683,0.98698,0.97189,1.05338,0.99868,0.8,0.8831,0.43593,0.99868,0.8,0.88597,0.4186,0.90201,0.83121,0.79943,0.8494,0.00172029,0.00172029,0.00172029
179,1222.64,1.20824,1.17079,1.12718,1.00083,1,0.79406,0.92227,0.52134,1,0.79406,0.92227,0.50524,0.85296,0.78796,0.75979,0.81299,0.00171736,0.00171736,0.00171736
180,1229.36,1.22943,1.21377,1.19032,1.09494,0.89916,0.89242,0.93382,0.49891,0.89916,0.89242,0.90625,0.48742,0.90148,0.82879,0.74531,0.82641,0.00171441,0.00171441,0.00171441
181,1236.17,1.2788,1.25809,1.1609,1.08188,0.78129,0.9,0.87438,0.39587,0.80703,0.83867,0.92821,0.43042,1.03835,0.84545,0.76185,0.86885,0.00171145,0.00171145,0.00171145
182,1243.04,1.06331,1.09782,1.00479,0.94609,0.83049,0.9812,0.89976,0.4101,0.82166,0.9,0.94643,0.4179,0.95778,0.82156,0.79619,0.85857,0.00170848,0.00170848,0.00170848
183,1249.79,1.24251,1.29267,1.08652,1.06652,0.85336,0.8,0.93714,0.427,0.85336,0.8,0.93714,0.43077,0.93869,0.85954,0.77256,0.84685,0.0017055,0.0017055,0.0017055
184,1256.44,1.32035,1.21052,1.20007,1.19248,1,0.78381,0.93932,0.39852,1,0.78381,0.93932,0.33472,1.15605,1.02812,0.78806,0.94507,0.0017025,0.0017025,0.0017025
185,1263.16,1.14191,0.98272,1.01803,1.00543,0.99225,0.8,0.95374,0.44357,0.99225,0.8,0.95374,0.39792,0.98925,0.86986,0.78703,0.88761,0.0016995,0.0016995,0.0016995
186,1269.57,1.33535,1.09977,1.12838,1.15932,0.92157,0.7,0.90673,0.44223,1,0.87937,0.97192,0.4429,1.00956,0.81583,0.77148,0.92504,0.00169648,0.00169648,0.00169648
187,1276.42,1.20623,1.188,1.22876,1.11866,1,0.77871,0.88441,0.45167,1,0.79813,0.95167,0.37595,1.00143,0.95067,0.7527,0.9695,0.00169346,0.00169346,0.00169346
188,1283.19,1.22514,1.25422,1.19064,1.10658,0.9215,0.8,0.9046,0.45332,0.9215,0.8,0.9046,0.3929,1.07211,0.87919,0.82603,0.95313,0.00169042,0.00169042,0.00169042
189,1290.32,1.20789,1.05751,1.13177,1.09836,0.77197,0.8,0.85398,0.4392,0.87015,0.9,0.89143,0.34439,1.05416,0.8498,0.8353,0.97765,0.00168737,0.00168737,0.00168737
190,1297.27,1.27962,1.09797,1.08465,1.19621,0.79982,0.79919,0.87762,0.58249,0.89954,0.89587,0.91262,0.48744,0.85559,0.74335,0.70403,0.88237,0.00168432,0.00168432,0.00168432
191,1303.85,1.13737,1.04855,1.06379,1.01307,0.78707,0.8,0.78536,0.3939,1,0.87987,0.95382,0.39285,1.12321,0.80679,0.81582,0.90671,0.00168125,0.00168125,0.00168125
192,1310.72,1.35585,1.27299,1.20976,1.14779,0.87014,0.8,0.89698,0.48907,0.98204,0.9,0.96643,0.43148,0.95346,0.76631,0.80469,0.87433,0.00167817,0.00167817,0.00167817
193,1317.36,1.13326,0.98135,1.04966,0.94261,0.79804,0.79118,0.83265,0.47991,0.97874,0.9,0.95382,0.36944,0.92237,0.86456,0.72691,0.87108,0.00167508,0.00167508,0.00167508
194,1324.07,0.95259,0.84942,0.93384,0.85712,0.86693,0.9,0.91204,0.52041,0.86693,0.9,0.91204,0.41847,0.86788,0.82892,0.74958,0.84795,0.00167198,0.00167198,0.00167198
195,1330.83,1.21189,1.15031,1.25661,1.0587,0.88553,0.8,0.93786,0.46179,0.88553,0.8,0.93786,0.38935,1.12428,0.83482,0.76679,1.02645,0.00166887,0.00166887,0.00166887
196,1337.46,1.06699,0.98154,1.06637,0.98044,0.9642,0.9,0.97192,0.48995,0.9642,0.9,0.97192,0.37694,0.86475,0.80401,0.81885,0.85499,0.00166575,0.00166575,0.00166575
197,1344.24,1.19574,1.0699,1.11463,1.08785,0.81604,1,0.96773,0.57398,0.81604,1,0.96773,0.32487,0.82057,0.93064,0.6738,0.81587,0.00166262,0.00166262,0.00166262
198,1351.01,1.09237,1.05682,0.98669,0.93469,0.879,1,0.97682,0.53832,0.879,1,0.97682,0.3578,0.89188,0.88178,0.66006,0.86238,0.00165948,0.00165948,0.00165948
199,1357.51,1.23825,1.08297,1.11908,1.12351,1,0.89308,0.97833,0.55577,1,0.89308,0.97833,0.43668,0.86658,0.78088,0.72748,0.80028,0.00165633,0.00165633,0.00165633
200,1364.46,1.11711,1.13269,0.978,1.01258,0.89744,0.87694,0.885,0.4958,0.90385,0.8,0.935,0.40389,0.86189,0.88893,0.76946,0.82588,0.00165317,0.00165317,0.00165317
201,1371.16,1.25293,1.17906,1.18261,1.19633,0.79998,0.79992,0.81349,0.54024,0.94801,0.9,0.945,0.45897,0.85226,0.74537,0.74698,0.85818,0.00165,0.00165,0.00165
202,1377.96,1.27592,1.20651,1.28987,1.12742,0.76978,0.8,0.8281,0.46894,0.86767,0.9,0.95643,0.34997,0.95391,1.03458,0.74747,0.86948,0.00164682,0.00164682,0.00164682
203,1385.17,1.1055,1.18523,0.95582,0.96291,0.89789,0.9,0.93833,0.43998,0.89789,0.9,0.93833,0.37789,0.96296,0.89697,0.81285,0.84861,0.00164363,0.00164363,0.00164363
204,1391.82,1.21111,1.07612,1.1125,1.01895,0.95562,0.9,0.97192,0.58259,0.95562,0.9,0.97192,0.4739,0.84661,0.7249,0.63371,0.82508,0.00164043,0.00164043,0.00164043
205,1398.45,1.28865,1.24996,1.14811,1.12741,0.97593,0.8,0.9475,0.4273,0.97593,0.8,0.9475,0.39536,0.93926,0.77623,0.68608,0.88756,0.00163723,0.00163723,0.00163723
206,1405.18,1.27286,1.1822,1.14934,1.10975,1,0.7887,0.92667,0.35062,1,0.7887,0.91278,0.36428,1.07355,0.88924,0.87832,1.0629,0.00163401,0.00163401,0.00163401
207,1411.98,1.10302,1.05938,1.04461,1.03895,1,0.89752,0.97192,0.45073,1,0.89752,0.97192,0.44786,0.88439,0.80716,0.73747,0.89711,0.00163079,0.00163079,0.00163079
208,1418.67,1.17785,1.03953,1.21051,1.03868,0.98247,0.9,0.90143,0.41588,0.98247,0.9,0.95056,0.3399,0.98889,0.93351,0.72867,0.9718,0.00162755,0.00162755,0.00162755
209,1425.48,1.19193,1.13003,1.05578,1.07149,1,0.88663,0.92726,0.43727,1,0.88663,0.92726,0.34633,1.03872,0.91031,0.74133,0.99152,0.00162431,0.00162431,0.00162431
210,1432.39,1.1019,1.05806,0.99002,1.02908,0.98495,0.9,0.94763,0.55916,0.98495,0.9,0.94763,0.43311,0.84457,0.83321,0.61629,0.80923,0.00162105,0.00162105,0.00162105
211,1439.21,1.09634,1.05995,0.97879,1.01913,1,0.8952,0.95056,0.53826,0.88888,0.79992,0.89222,0.31713,1.05964,1.05652,0.67667,0.90832,0.00161779,0.00161779,0.00161779
212,1446.42,1.10717,1.15718,1.05307,1.04885,0.98094,0.9,0.92203,0.44646,0.98094,0.9,0.92203,0.41188,1.15047,0.80401,0.8309,0.96637,0.00161452,0.00161452,0.00161452
213,1453.19,1.09279,1.07394,1.03086,1.0458,1,0.89851,0.92948,0.47868,1,0.89851,0.92948,0.43708,1.0355,0.75251,0.77608,0.94465,0.00161124,0.00161124,0.00161124
214,1459.85,1.19815,1.05234,0.98986,1.09906,0.85451,0.9,0.90441,0.37695,0.85451,0.9,0.90833,0.32207,1.09755,0.95838,0.78721,0.94414,0.00160796,0.00160796,0.00160796
215,1466.78,1.14812,1.05731,1.0329,1.0394,0.97984,0.8,0.88923,0.41841,0.97984,0.8,0.88923,0.3301,0.9973,0.85969,0.80488,0.94473,0.00160466,0.00160466,0.00160466
216,1473.66,1.20074,1.14179,1.09254,1.07146,1,0.79884,0.89439,0.43148,1,0.79884,0.89439,0.39441,0.95435,0.85118,0.79169,0.91396,0.00160136,0.00160136,0.00160136
217,1480.51,1.26089,1.19392,1.11575,1.11911,0.8811,0.8,0.91834,0.41792,0.8811,0.8,0.89202,0.4,0.95271,0.84203,0.7899,0.87433,0.00159805,0.00159805,0.00159805
218,1487.44,1.1698,1.1726,1.0546,1.03627,0.79928,0.79677,0.77423,0.37724,0.89923,0.89304,0.895,0.40825,1.00815,0.86344,0.8338,0.9439,0.00159473,0.00159473,0.00159473
219,1494.19,1.05816,1.04201,0.91499,0.99228,0.97116,0.8,0.92667,0.42812,0.97116,0.8,0.92667,0.41217,0.98354,0.84295,0.73108,0.97278,0.0015914,0.0015914,0.0015914
220,1500.95,0.87847,0.87441,0.84309,0.83885,0.89826,0.8843,0.93262,0.46904,0.89826,0.8843,0.93262,0.45838,0.97523,0.79999,0.76527,0.97804,0.00158806,0.00158806,0.00158806
221,1507.29,1.17925,0.99321,1.08148,1.02855,0.85087,0.9,0.94167,0.5443,0.97922,0.7,0.86517,0.41009,0.834,0.94328,0.79777,0.88365,0.00158472,0.00158472,0.00158472
222,1514.05,1.15261,1.17449,1.17119,1.05946,0.89761,0.87848,0.93056,0.42707,0.9612,0.7,0.85203,0.34114,0.93,1.01095,0.79168,0.90744,0.00158136,0.00158136,0.00158136
223,1520.93,1.28283,1.18469,1.22675,1.15914,0.75109,0.8,0.81476,0.37154,0.7941,0.8,0.8744,0.37908,0.90635,0.86914,0.89327,0.88171,0.001578,0.001578,0.001578
224,1527.95,1.00906,0.98617,0.99392,0.90892,0.77813,0.8,0.91921,0.41901,0.77813,0.8,0.91921,0.40195,0.86335,0.8769,0.83889,0.83252,0.00157464,0.00157464,0.00157464
225,1534.75,1.17288,1.08947,1.11506,1.02097,0.90711,0.97818,0.98591,0.5192,1,0.79229,0.94348,0.40215,0.91041,0.87975,0.82474,0.83897,0.00157126,0.00157126,0.00157126
226,1541.84,1.06125,0.91802,0.98045,0.93602,0.90726,0.97988,0.98591,0.50383,0.90726,0.97988,0.98591,0.46672,0.87261,0.7739,0.75358,0.83537,0.00156788,0.00156788,0.00156788
227,1548.67,1.09957,1.09581,1.15161,1.03755,1,0.9814,0.995,0.55401,0.8983,0.88473,0.86071,0.33539,0.89322,0.86478,0.73639,0.8419,0.00156449,0.00156449,0.00156449
228,1555.7,1.16997,1.06737,1.13945,1.02351,0.98053,1,0.995,0.56032,0.98053,1,0.995,0.30643,0.87023,0.95442,0.71574,0.80903,0.00156109,0.00156109,0.00156109
229,1562.36,0.9871,0.99044,0.97136,0.90321,0.82414,1,0.95056,0.54395,0.90688,0.97573,0.98591,0.443,0.84721,0.81028,0.72227,0.78374,0.00155769,0.00155769,0.00155769
230,1569.18,1.09793,0.94852,0.98524,0.9367,0.89614,0.86526,0.88346,0.38694,0.89614,0.86526,0.92346,0.46834,1.03164,0.79258,0.8049,0.87991,0.00155428,0.00155428,0.00155428
231,1576.6,1.09074,0.97065,1.04567,0.99441,0.89879,0.9,0.87667,0.39227,0.89879,0.9,0.95192,0.50047,0.99007,0.76043,0.79724,0.92297,0.00155086,0.00155086,0.00155086
232,1583.58,1.14263,1.01928,1.07695,1.0158,1,0.88236,0.97833,0.50231,1,0.88236,0.97833,0.42761,0.95633,0.88012,0.71551,0.90131,0.00154743,0.00154743,0.00154743
233,1590.52,0.94523,0.9692,0.80351,0.88666,1,0.792,0.94382,0.41039,1,0.792,0.8934,0.39225,0.95713,0.82001,0.75352,0.91592,0.001544,0.001544,0.001544
234,1597.14,1.12348,1.0406,0.93053,1.00811,0.97815,0.8,0.94348,0.40875,0.97815,0.8,0.94348,0.38602,0.99695,0.82464,0.71138,0.95155,0.00154056,0.00154056,0.00154056
235,1603.93,1.35166,1.2598,1.20736,1.16392,0.9824,0.8,0.89348,0.42888,0.9824,0.8,0.89348,0.44231,0.91482,0.80243,0.70997,0.8757,0.00153712,0.00153712,0.00153712
236,1610.67,0.99453,0.9568,0.93988,0.87987,0.98417,0.8,0.84961,0.40992,0.98417,0.8,0.84961,0.44383,0.87048,0.77837,0.75456,0.88233,0.00153366,0.00153366,0.00153366
237,1617.23,1.08981,0.96726,1.00458,0.96349,1,0.78604,0.81,0.38262,1,0.78604,0.81,0.41149,1.05999,0.92342,0.95746,0.92466,0.00153021,0.00153021,0.00153021
238,1624,1.15927,1.04521,1.08106,1.0181,0.88813,0.79454,0.79701,0.3952,0.88813,0.79454,0.79701,0.46913,1.02605,0.77479,0.98567,0.85811,0.00152674,0.00152674,0.00152674
239,1630.61,0.97843,0.9764,0.89689,0.90289,0.8848,0.8,0.83378,0.411,0.8848,0.8,0.83378,0.42384,0.99053,0.80771,0.88181,0.81533,0.00152327,0.00152327,0.00152327
240,1637.41,1.07865,1.09184,1.03388,0.99586,0.89077,0.8,0.91484,0.50121,0.89077,0.8,0.91484,0.46155,0.83185,0.81316,0.72157,0.78326,0.00151979,0.00151979,0.00151979
241,1644.24,1.26379,1.13597,1.15065,1.13054,0.98661,0.8,0.88366,0.39865,0.98661,0.8,0.88366,0.4095,0.9094,0.81195,0.78297,0.84608,0.00151631,0.00151631,0.00151631
242,1650.87,1.04106,0.97093,1.0419,0.9562,0.97448,0.8,0.87132,0.40632,0.97448,0.8,0.87625,0.40364,1.02876,0.82643,0.8677,0.85161,0.00151282,0.00151282,0.00151282
243,1657.98,1.10693,1.03655,0.9668,0.98478,1,0.77726,0.87398,0.42994,1,0.77726,0.87398,0.41742,0.79075,0.81091,0.84083,0.81647,0.00150933,0.00150933,0.00150933
244,1664.68,1.09009,1.0279,0.98792,0.97572,1,0.7775,0.90276,0.44788,1,0.7775,0.90276,0.4245,0.92052,0.86226,0.77036,0.84975,0.00150583,0.00150583,0.00150583
245,1671.44,0.93317,0.86815,0.8601,0.87715,0.81698,0.9,0.94263,0.50698,0.81698,0.9,0.94263,0.44487,0.95176,0.84962,0.74438,0.8462,0.00150232,0.00150232,0.00150232
246,1678.33,1.10934,1.03412,0.93235,1.06358,0.82903,0.97157,0.9325,0.41815,1,0.69074,0.87041,0.393,0.97104,0.84281,0.73927,0.90981,0.00149881,0.00149881,0.00149881
247,1685.04,1.21785,1.19039,1.11087,1.03921,1,0.93047,0.995,0.41237,0.89294,0.8365,0.88139,0.37987,0.89461,0.87579,0.80675,0.87918,0.00149529,0.00149529,0.00149529
248,1691.8,0.92696,0.96263,0.95545,0.90183,0.83269,0.99572,0.96833,0.4278,0.83269,0.99572,0.96833,0.38979,0.96395,0.8647,0.83538,0.89901,0.00149177,0.00149177,0.00149177
249,1698.73,1.16399,1.19423,1.03777,1.06788,0.8627,0.9,0.96833,0.37292,0.8627,0.9,0.96833,0.44817,0.91762,0.76249,0.78953,0.88381,0.00148824,0.00148824,0.00148824
250,1705.42,1.1111,1.14401,1.00988,1.01705,0.8129,1,0.96167,0.4234,0.82269,0.7,0.79323,0.39058,0.89423,0.90419,0.76075,0.8673,0.00148471,0.00148471,0.00148471
251,1712.35,0.99931,0.98111,0.92351,0.97396,0.83088,0.98384,0.96833,0.48948,0.74748,0.88893,0.8775,0.33224,0.9141,1.08116,0.69998,0.81781,0.00148117,0.00148117,0.00148117
252,1719.29,1.37262,1.24243,1.29033,1.27637,1,0.79506,0.95374,0.43919,1,0.79506,0.95374,0.4504,0.93297,0.79132,0.67916,0.83682,0.00147763,0.00147763,0.00147763
253,1726.07,1.30294,1.29603,1.16331,1.18834,1,0.88161,0.97833,0.56749,1,0.88161,0.97833,0.48617,0.86017,0.77456,0.6829,0.78079,0.00147408,0.00147408,0.00147408
254,1732.82,0.98426,0.90007,0.85484,0.90947,0.85126,0.9,0.94167,0.52845,0.85126,0.9,0.94167,0.35883,0.94574,0.95694,0.71647,0.83788,0.00147053,0.00147053,0.00147053
255,1739.85,1.09286,1.11782,0.96071,1.02327,0.89989,0.89899,0.92382,0.47796,0.79527,0.8,0.85248,0.3693,0.9244,0.84765,0.70614,0.83368,0.00146697,0.00146697,0.00146697
256,1746.63,1.15367,1.12425,1.10449,1.0383,0.89861,0.88752,0.9375,0.44294,0.88603,0.77939,0.86792,0.33478,0.98822,0.91018,0.76304,0.86246,0.00146341,0.00146341,0.00146341
257,1753.66,1.05985,1.15922,0.96546,0.92095,0.897,0.87301,0.93382,0.45873,0.87329,0.8,0.84193,0.37636,1.10201,0.9003,0.81702,0.8602,0.00145985,0.00145985,0.00145985
258,1760.44,1.13427,1.03158,1.04843,1.01151,0.89901,0.89105,0.92167,0.4886,0.87235,0.8,0.86517,0.40193,0.97787,0.83582,0.76854,0.86952,0.00145628,0.00145628,0.00145628
259,1767.33,0.9751,0.97701,0.8808,0.92815,0.79128,0.9,0.89309,0.44518,0.79128,0.9,0.91834,0.37783,0.92145,0.90152,0.76705,0.91305,0.0014527,0.0014527,0.0014527
260,1773.91,1.07212,0.96507,1.00252,0.95864,0.87804,0.8,0.90074,0.42794,0.87804,0.8,0.90074,0.42493,0.95129,0.853,0.7796,0.96078,0.00144912,0.00144912,0.00144912
