epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
261,1780.67,1.10951,1.05488,0.94943,1.00191,0.9,0.89999,0.90262,0.4499,0.9,0.89999,0.866,0.40647,0.89297,0.86558,0.76148,0.88561,0.00144554,0.00144554,0.00144554
262,1787.73,1.1484,1.12596,1.00174,1.10651,0.73722,0.9,0.94167,0.48598,0.73722,0.9,0.94167,0.41587,0.87202,0.91587,0.65819,0.82539,0.00144195,0.00144195,0.00144195
263,1794.21,1.25486,1.17462,1.15653,1.13216,0.80052,1,0.945,0.5134,0.80052,1,0.945,0.41138,0.90054,0.89517,0.67415,0.81026,0.00143836,0.00143836,0.00143836
264,1801.14,0.92185,0.88657,0.90555,0.83858,0.74324,1,0.93774,0.52197,0.74324,1,0.93774,0.37911,0.95276,0.77714,0.80676,0.81572,0.00143477,0.00143477,0.00143477
265,1808.26,1.20475,1.32845,1.09154,1.10409,0.65968,0.97067,0.86667,0.50996,0.65968,0.97067,0.86667,0.44209,0.91284,0.72747,0.76229,0.77124,0.00143117,0.00143117,0.00143117
266,1814.84,1.24567,1.15425,1.10316,1.12822,0.98694,1,0.995,0.59718,0.98694,1,0.995,0.42647,0.76354,0.80917,0.68218,0.76644,0.00142756,0.00142756,0.00142756
267,1821.7,1.057,1.11554,0.94257,0.92951,0.81436,0.879,0.85506,0.541,0.88956,0.8,0.95643,0.3631,0.82791,0.85811,0.73541,0.81623,0.00142396,0.00142396,0.00142396
268,1828.51,1.08581,1.07613,1.05693,1.00143,0.96212,0.8,0.95167,0.4279,0.96212,0.8,0.89071,0.35348,0.87203,0.885,0.73078,0.90694,0.00142035,0.00142035,0.00142035
269,1835.55,1.28663,1.17558,1.01024,1.08877,0.8136,0.9,0.94167,0.47442,1,0.69662,0.88262,0.37144,0.92032,0.86658,0.79198,0.95013,0.00141674,0.00141674,0.00141674
270,1842.4,0.95696,1.00129,0.90818,0.89872,0.76467,1,0.93556,0.45114,0.96397,0.7,0.89946,0.33664,0.92192,0.84995,0.68353,0.86628,0.00141312,0.00141312,0.00141312
271,1849.01,1.08134,0.96946,0.97625,1.05472,0.74345,0.9,0.845,0.44354,0.74345,0.9,0.845,0.36707,0.81575,0.73929,0.73136,0.79286,0.0014095,0.0014095,0.0014095
272,1855.86,1.08042,1.18307,0.91114,1.00358,0.80224,0.9,0.86811,0.45863,0.80224,0.9,0.86811,0.41541,0.84234,0.7644,0.73173,0.84292,0.00140588,0.00140588,0.00140588
273,1862.76,1.02489,1.04948,0.79022,1.01905,0.804,0.9,0.9171,0.50553,0.804,0.9,0.9171,0.45779,0.92289,0.84152,0.70044,0.87581,0.00140226,0.00140226,0.00140226
274,1869.52,0.99154,0.9748,0.7838,0.95095,0.81795,0.89873,0.83916,0.49737,0.81795,0.89873,0.9038,0.39104,0.97897,0.79443,0.72479,0.90503,0.00139863,0.00139863,0.00139863
275,1876.34,1.335,1.31009,1.32076,1.2045,0.8181,0.89956,0.86037,0.44027,0.87573,0.8,0.90611,0.41376,1.1146,0.87553,0.7087,0.94914,0.001395,0.001395,0.001395
276,1882.88,0.98844,1.04527,0.8662,0.95816,0.71225,1,0.85857,0.51931,1,0.6965,0.89348,0.33018,0.92351,1.06578,0.68001,0.86951,0.00139137,0.00139137,0.00139137
277,1889.71,1.0978,1.07948,0.94431,1.03787,0.81498,0.88239,0.83242,0.50918,0.81498,0.88239,0.89928,0.44819,0.80094,0.85232,0.66021,0.80795,0.00138773,0.00138773,0.00138773
278,1896.72,1.04761,1.1119,0.99928,0.98406,0.90683,0.97514,0.96773,0.4363,0.81404,0.87721,0.85734,0.29849,0.858,0.87304,0.68877,0.81072,0.0013841,0.0013841,0.0013841
279,1903.64,1.09461,1.15819,1.02739,0.99094,0.87989,0.9,0.96833,0.52086,0.87989,0.9,0.96833,0.45511,0.73725,0.77711,0.66985,0.77424,0.00138046,0.00138046,0.00138046
280,1910.41,1.1711,1.28398,1.08535,1.08956,0.89835,0.88519,0.92848,0.58797,0.89835,0.88519,0.92848,0.43122,0.74621,0.82308,0.64794,0.77941,0.00137681,0.00137681,0.00137681
281,1917.01,0.96766,0.998,0.85844,0.96067,0.87625,0.8,0.87833,0.44478,0.87625,0.8,0.88515,0.34417,0.85107,0.87197,0.67758,0.8569,0.00137317,0.00137317,0.00137317
282,1924.04,1.08857,1.18903,1.04117,1.02862,0.88508,0.8,0.91528,0.50687,0.88508,0.8,0.91528,0.46002,0.81647,0.78908,0.72628,0.83737,0.00136952,0.00136952,0.00136952
283,1930.92,1.03313,1.09306,0.85982,0.95536,0.87287,0.9,0.86948,0.58073,1,0.88007,0.92948,0.50344,0.72263,0.78622,0.75396,0.76434,0.00136588,0.00136588,0.00136588
284,1937.66,0.97657,0.98468,0.83715,0.98111,0.8122,0.8671,0.86484,0.54677,0.78488,0.8,0.84689,0.33867,0.80704,1.01337,0.74874,0.80097,0.00136223,0.00136223,0.00136223
285,1944.25,0.86963,1.02047,0.89734,0.83105,0.88668,0.78409,0.83875,0.54548,0.96847,0.8,0.86097,0.34513,0.82762,0.90062,0.76185,0.81192,0.00135857,0.00135857,0.00135857
286,1951.17,1.05253,1.02394,0.84225,0.92759,0.86488,0.8,0.87382,0.57935,0.86488,0.8,0.87382,0.46518,0.79798,0.75822,0.67098,0.76947,0.00135492,0.00135492,0.00135492
287,1958.21,0.99937,1.03271,0.90843,0.96691,0.86333,0.7,0.82036,0.60146,0.99131,0.8,0.925,0.41135,0.82752,0.88086,0.74257,0.76927,0.00135127,0.00135127,0.00135127
288,1965.23,0.98984,0.99139,1.00855,0.94308,0.8829,0.8,0.85056,0.61625,0.99754,0.9,0.94763,0.4368,0.77222,0.84064,0.72138,0.79163,0.00134761,0.00134761,0.00134761
289,1972.03,1.02848,1.09423,0.96379,0.96938,0.98446,0.9,0.96643,0.58031,0.98446,0.9,0.94045,0.45349,0.84396,0.77633,0.68117,0.81008,0.00134395,0.00134395,0.00134395
290,1979.13,1.08725,1.23681,1.09625,1.04271,0.97187,0.9,0.96167,0.56322,0.97187,0.9,0.96167,0.44465,0.94558,0.79579,0.82423,0.86619,0.00134029,0.00134029,0.00134029
291,1985.68,0.96157,0.90396,0.82647,0.93427,1,0.87946,0.97833,0.564,1,0.87946,0.97833,0.41804,0.95189,0.88874,0.78046,0.83893,0.00133664,0.00133664,0.00133664
292,1992.71,0.9123,0.97278,0.92595,0.89132,0.76737,0.9,0.8992,0.55209,0.89621,0.86588,0.93192,0.37157,0.89353,0.86597,0.70433,0.81695,0.00133297,0.00133297,0.00133297
293,1999.28,0.95599,0.96147,0.8539,0.92612,0.89622,0.86594,0.91262,0.50681,0.89622,0.86594,0.91262,0.45356,0.88056,0.81837,0.82742,0.82288,0.00132931,0.00132931,0.00132931
294,2006.05,1.08952,1.17652,1.11475,1.05723,0.84883,0.9,0.91071,0.43517,0.93218,0.7,0.79287,0.44709,0.972,0.8051,0.78787,0.88966,0.00132565,0.00132565,0.00132565
295,2012.87,1.019,1.09477,0.97252,0.93061,0.99809,0.9,0.97192,0.49051,0.99809,0.9,0.97833,0.47773,1.16948,0.8103,0.75222,1.03805,0.00132199,0.00132199,0.00132199
296,2019.57,1.02801,0.95111,0.97572,0.97695,1,0.89113,0.98591,0.51263,1,0.89113,0.98591,0.41204,1.1033,0.86447,0.71957,1.0264,0.00131832,0.00131832,0.00131832
297,2026.49,1.00639,0.99625,0.82668,0.90887,0.9943,0.9,0.97833,0.51041,0.9943,0.9,0.97833,0.46933,0.89121,0.8166,0.66197,0.8741,0.00131466,0.00131466,0.00131466
298,2033.35,0.99473,0.95881,0.99225,0.94651,1,0.89704,0.96167,0.48666,1,0.89704,0.96167,0.44622,0.8063,0.83403,0.73568,0.79709,0.001311,0.001311,0.001311
299,2040.5,0.932,0.99383,0.81891,0.89483,0.7967,0.78513,0.85121,0.54993,0.89812,0.88312,0.93056,0.4492,0.79101,0.75317,0.78419,0.78686,0.00130733,0.00130733,0.00130733
300,2047.68,1.02419,0.92222,0.8394,0.99078,0.71975,0.77242,0.83874,0.51171,1,0.6765,0.78983,0.40488,0.79507,0.76563,0.85871,0.77622,0.00130367,0.00130367,0.00130367
301,2054.52,1.04763,1.15632,0.8888,0.92903,1,0.77569,0.93786,0.5796,1,0.77569,0.88191,0.47043,0.83824,0.76356,0.77677,0.84031,0.0013,0.0013,0.0013
302,2061.13,0.82263,0.89299,0.80532,0.79193,0.8985,0.8865,0.93192,0.52898,0.8985,0.8865,0.93192,0.37053,0.83488,0.8174,0.68892,0.84676,0.00129633,0.00129633,0.00129633
303,2067.82,1.052,1.04173,0.96932,1.00446,0.88084,0.9,0.96192,0.54389,0.88084,0.9,0.96192,0.39032,0.78284,0.93421,0.61669,0.82009,0.00129267,0.00129267,0.00129267
304,2074.44,0.93594,0.88904,0.91187,0.87957,0.98727,0.9,0.9575,0.50455,0.98727,0.9,0.9575,0.38738,0.83167,0.91741,0.64972,0.866,0.001289,0.001289,0.001289
305,2081.19,0.9874,0.99016,0.88283,0.92332,0.98145,0.8,0.94825,0.55273,0.85877,0.7,0.87834,0.41521,0.74635,0.77572,0.70758,0.79205,0.00128534,0.00128534,0.00128534
306,2087.94,1.0236,0.95705,0.95548,0.94026,0.81622,0.88922,0.85734,0.44917,0.81622,0.88922,0.85734,0.3362,0.82028,0.77599,0.74272,0.82468,0.00128168,0.00128168,0.00128168
307,2094.78,1.08842,1.06848,1.04453,0.96559,0.7552,1,0.88027,0.52776,0.7552,1,0.88027,0.39091,0.77725,0.84163,0.6943,0.77272,0.00127801,0.00127801,0.00127801
308,2101.49,1.10955,1.19886,0.98907,1.04612,0.81728,0.89502,0.93944,0.55898,0.81728,0.89502,0.93944,0.4189,0.78806,0.8261,0.62058,0.74694,0.00127435,0.00127435,0.00127435
309,2108.21,0.8049,0.83546,0.72581,0.78481,0.89912,0.89211,0.90357,0.60185,0.89912,0.89211,0.90357,0.4629,0.68799,0.75613,0.67977,0.71926,0.00127069,0.00127069,0.00127069
310,2114.72,1.02258,1.10249,0.88529,0.9604,0.89858,0.88725,0.89207,0.50396,0.89858,0.88725,0.89207,0.46256,0.80991,0.74755,0.75234,0.79503,0.00126703,0.00126703,0.00126703
311,2121.85,1.07903,1.05785,0.95277,0.99291,1,0.78987,0.94056,0.52819,1,0.78987,0.89576,0.41818,0.95501,0.85235,0.66676,0.86382,0.00126336,0.00126336,0.00126336
312,2128.64,1.09876,1.22097,0.87733,1.0135,0.8911,0.9,0.94167,0.48209,0.8911,0.9,0.88273,0.34448,0.94686,0.85665,0.65289,0.93193,0.00125971,0.00125971,0.00125971
313,2135.57,1.0226,1.02259,0.91261,0.93055,1,0.88631,0.96643,0.51603,1,0.88631,0.96167,0.34281,0.96855,0.89919,0.64034,0.94079,0.00125605,0.00125605,0.00125605
314,2142.51,0.98787,1.03477,0.93882,0.97874,1,0.88806,0.96167,0.52237,1,0.88806,0.9575,0.36468,0.95182,0.9219,0.64852,0.90114,0.00125239,0.00125239,0.00125239
315,2149.53,0.86876,0.97868,0.88916,0.87118,0.97557,0.8,0.9325,0.52546,0.97557,0.8,0.9325,0.4191,0.88426,0.79177,0.70731,0.90087,0.00124873,0.00124873,0.00124873
316,2156.46,0.91454,0.9373,0.89438,0.91819,0.98153,0.8,0.91686,0.42177,0.858,0.7,0.82792,0.39674,0.91847,0.76429,0.77667,0.90048,0.00124508,0.00124508,0.00124508
317,2163.33,0.93005,0.90704,0.81635,0.88106,0.98699,0.8,0.93045,0.39813,0.98699,0.8,0.93045,0.41521,1.0125,0.83843,0.75925,0.91265,0.00124143,0.00124143,0.00124143
318,2170.51,1.00702,1.04518,0.84327,0.95234,0.98537,0.8,0.90539,0.4316,0.98537,0.8,0.90539,0.35549,0.96252,0.83908,0.77206,0.88488,0.00123777,0.00123777,0.00123777
319,2177.14,1.09399,1.03848,0.96084,0.95953,0.89771,0.87937,0.92045,0.42546,0.89771,0.87937,0.92045,0.43949,0.98839,0.81183,0.73012,0.86371,0.00123412,0.00123412,0.00123412
320,2184.5,0.87667,0.88481,0.73508,0.86594,1,0.87489,0.94262,0.52594,1,0.87489,0.91674,0.41156,0.95149,0.85001,0.70091,0.8679,0.00123048,0.00123048,0.00123048
321,2191.25,0.88249,0.86495,0.74894,0.85705,0.99101,0.8,0.9325,0.46238,0.99101,0.8,0.91762,0.38418,0.85626,0.84626,0.70182,0.83313,0.00122683,0.00122683,0.00122683
322,2197.87,1.07706,1.08943,1.13092,1.01319,0.96607,0.8,0.91056,0.51054,0.83844,0.7,0.83972,0.44239,0.83294,0.75581,0.77091,0.8252,0.00122319,0.00122319,0.00122319
323,2204.6,1.02191,1.25379,0.98778,1.00111,0.81466,0.88063,0.88793,0.51311,0.87481,0.8,0.83626,0.41276,0.73909,0.78957,0.67013,0.81588,0.00121954,0.00121954,0.00121954
324,2211.2,1.04286,1.03484,0.96149,1.04528,0.73824,0.9,0.875,0.52161,0.65597,0.8,0.76408,0.35295,0.73535,0.85033,0.72921,0.81934,0.0012159,0.0012159,0.0012159
325,2218.2,1.10322,1.25169,1.08696,1.04598,0.80771,0.9,0.95374,0.61206,0.71747,0.8,0.84567,0.4239,0.70333,0.83487,0.62481,0.79706,0.00121227,0.00121227,0.00121227
326,2225.15,0.88739,0.87899,0.77433,0.79634,0.81815,0.89985,0.96167,0.57406,0.72892,0.80725,0.85571,0.44182,0.70663,0.76093,0.638,0.78925,0.00120863,0.00120863,0.00120863
327,2232.17,1.0361,1.05195,0.92631,0.95022,0.9711,0.8,0.93237,0.51504,0.84757,0.7,0.82214,0.41416,0.8042,0.75705,0.75084,0.78721,0.001205,0.001205,0.001205
328,2239.49,1.05242,1.05025,0.93605,0.98671,0.97538,0.8,0.93786,0.53604,0.97538,0.8,0.93786,0.40468,0.72931,0.7939,0.72892,0.79359,0.00120137,0.00120137,0.00120137
329,2246.15,0.86595,0.88858,0.82418,0.8738,0.98794,0.8,0.9475,0.49618,0.98794,0.8,0.9475,0.4329,0.73128,0.78093,0.77596,0.74656,0.00119774,0.00119774,0.00119774
330,2253.07,1.06034,1.18405,0.93768,1.02899,0.89799,0.88187,0.9375,0.54342,0.89799,0.88187,0.9375,0.41668,0.65673,0.81327,0.66582,0.74526,0.00119412,0.00119412,0.00119412
331,2260.05,1.15608,1.13644,0.93596,1.00047,0.81289,0.87089,0.93714,0.5303,0.81289,0.87089,0.93714,0.41597,0.72802,0.80612,0.64926,0.74736,0.0011905,0.0011905,0.0011905
332,2266.82,1.00219,1.03236,1.07133,0.91459,0.89793,0.88141,0.95192,0.51791,0.89793,0.88141,0.95192,0.47689,0.80036,0.75281,0.59176,0.76223,0.00118688,0.00118688,0.00118688
333,2273.58,0.97417,1.01016,0.8549,0.94557,0.99041,0.8,0.96192,0.54026,0.73147,1,0.92885,0.45513,0.91016,0.81178,0.60196,0.79451,0.00118326,0.00118326,0.00118326
334,2280.32,0.96935,1.05002,0.9007,0.95476,1,0.86628,0.97192,0.55116,1,0.86628,0.97192,0.46564,0.88822,0.82606,0.64455,0.78551,0.00117965,0.00117965,0.00117965
335,2286.96,1.00121,0.90887,0.81615,0.90458,1,0.88963,0.98591,0.57218,1,0.88963,0.98591,0.43682,0.82243,0.8509,0.58452,0.77236,0.00117604,0.00117604,0.00117604
336,2293.71,1.09558,1.14428,1.02165,1.05664,0.90871,0.99581,0.97682,0.58087,0.90871,0.99581,0.97682,0.43847,0.79148,0.84222,0.61311,0.78301,0.00117244,0.00117244,0.00117244
337,2300.23,1.0689,1.02841,0.95633,1.00698,0.90841,0.99256,0.96773,0.52936,0.90841,0.99256,0.96773,0.44221,0.8149,0.8036,0.61501,0.84587,0.00116883,0.00116883,0.00116883
338,2306.95,1.01351,1.02192,0.87526,0.97543,0.89444,0.8,0.94885,0.50433,0.89444,0.8,0.91762,0.4249,0.86382,0.82106,0.69817,0.84805,0.00116523,0.00116523,0.00116523
339,2313.57,1.00635,0.96778,0.86336,0.96687,0.97389,0.8,0.94885,0.55604,0.97389,0.8,0.91,0.42019,0.90179,0.87767,0.67549,0.82788,0.00116164,0.00116164,0.00116164
340,2320.59,0.90775,0.88124,0.86,0.88605,0.90117,0.91288,0.97682,0.55286,0.89876,0.88888,0.94382,0.41902,0.81102,0.79366,0.66179,0.76769,0.00115805,0.00115805,0.00115805
341,2327.11,1.12388,1.18645,1.09293,1.05678,0.7983,0.79233,0.81756,0.55225,0.89881,0.88928,0.9475,0.37041,0.79119,0.84433,0.68935,0.76837,0.00115446,0.00115446,0.00115446
342,2334.26,0.90671,0.92964,0.80202,0.89839,0.87647,0.8,0.79256,0.53066,0.98894,0.9,0.945,0.31316,0.79089,0.95626,0.7937,0.74605,0.00115088,0.00115088,0.00115088
343,2341.01,0.97116,0.93138,0.93769,0.90662,1,0.88274,0.96167,0.57439,1,0.88274,0.96167,0.42274,0.70274,0.85107,0.7083,0.73226,0.0011473,0.0011473,0.0011473
344,2347.64,0.95965,1.04158,0.89692,0.96682,0.88806,0.9,0.95643,0.52466,0.88806,0.9,0.95643,0.40633,0.78226,0.91019,0.6742,0.78322,0.00114372,0.00114372,0.00114372
345,2354.47,1.08926,1.15886,1.04737,1.0619,0.72084,0.8,0.83856,0.51771,0.81285,0.9,0.90864,0.39431,0.88241,0.85715,0.68401,0.83698,0.00114015,0.00114015,0.00114015
346,2361.13,0.87436,0.96551,0.90592,0.89073,0.6602,0.8,0.7987,0.52371,0.74498,0.9,0.83062,0.37723,0.93591,0.82353,0.8245,0.86034,0.00113659,0.00113659,0.00113659
347,2368.12,0.98282,1.06214,0.86963,0.97688,0.98064,0.8,0.92227,0.55137,0.98064,0.8,0.92227,0.43473,0.86883,0.80576,0.70325,0.80186,0.00113303,0.00113303,0.00113303
348,2374.84,0.84929,0.86987,0.75869,0.82775,0.89004,0.9,0.94167,0.59767,0.89004,0.9,0.94167,0.45269,0.80408,0.82434,0.58677,0.75548,0.00112947,0.00112947,0.00112947
349,2381.49,0.94117,1.11339,0.73036,0.90001,0.889,0.9,0.93643,0.5574,0.889,0.9,0.93643,0.48807,0.85906,0.76399,0.59161,0.77396,0.00112592,0.00112592,0.00112592
350,2388.56,1.09885,1.10006,1.05454,1.05271,0.979,0.9,0.96167,0.55079,0.979,0.9,0.96167,0.46735,0.9291,0.80034,0.61301,0.80391,0.00112237,0.00112237,0.00112237
351,2395.29,0.94895,1.02541,0.79799,0.96717,0.98786,0.9,0.97192,0.573,0.98786,0.9,0.97192,0.48099,0.98329,0.84924,0.54439,0.84274,0.00111883,0.00111883,0.00111883
352,2401.79,0.94615,0.94955,0.76387,0.86204,0.88926,0.9,0.96833,0.59048,0.88926,0.9,0.96833,0.44358,1.02273,0.85743,0.59032,0.85602,0.00111529,0.00111529,0.00111529
353,2408.26,0.73761,0.77629,0.67868,0.749,0.88627,0.9,0.94833,0.60581,0.88627,0.9,0.94833,0.42392,0.84485,0.81532,0.60813,0.78391,0.00111176,0.00111176,0.00111176
354,2415.21,0.9521,1.00518,0.92245,0.92903,1,0.79418,0.93045,0.57342,1,0.79418,0.93045,0.40872,0.75702,0.812,0.74613,0.76116,0.00110823,0.00110823,0.00110823
355,2421.9,0.89369,0.91836,0.8926,0.89969,0.99573,0.9,0.95056,0.57593,0.99573,0.9,0.91047,0.41701,0.86685,0.8947,0.65892,0.79949,0.00110471,0.00110471,0.00110471
356,2428.84,1.0888,1.11814,0.92239,1.05071,0.87552,0.8,0.88389,0.53726,0.98527,0.9,0.95056,0.43385,0.9185,0.8784,0.75231,0.80113,0.00110119,0.00110119,0.00110119
357,2435.8,0.90382,0.94731,0.81728,0.9384,0.96801,0.7,0.91067,0.54133,0.93685,0.9,0.96643,0.40628,0.80982,0.88462,0.62121,0.79097,0.00109768,0.00109768,0.00109768
358,2442.35,0.95727,0.98288,0.87471,0.93371,0.97967,0.8,0.94885,0.57966,0.97967,0.8,0.94885,0.46141,0.7444,0.81983,0.62602,0.79304,0.00109417,0.00109417,0.00109417
359,2448.93,0.97843,0.98834,0.85175,0.89689,0.99467,0.8,0.9309,0.54169,0.99467,0.8,0.9309,0.40236,0.89791,0.89333,0.73693,0.83813,0.00109067,0.00109067,0.00109067
360,2455.78,1.10751,1.03098,0.82208,1.0469,0.87934,0.9,0.96833,0.60418,0.87934,0.9,0.96833,0.41401,0.72084,0.87588,0.66189,0.78044,0.00108718,0.00108718,0.00108718
361,2462.19,1.01986,1.16524,0.9937,0.96504,0.78703,0.8,0.86846,0.5295,0.88617,0.9,0.94833,0.42586,0.78916,0.84773,0.64616,0.79725,0.00108369,0.00108369,0.00108369
362,2469.24,0.8949,0.90257,0.69884,0.88042,0.87457,0.8,0.88706,0.50724,0.99162,0.9,0.96643,0.45937,0.83104,0.76545,0.72394,0.81776,0.00108021,0.00108021,0.00108021
363,2476.44,0.98278,0.97687,0.83372,0.94958,0.7955,0.8,0.81382,0.49174,0.96504,0.9,0.96167,0.52845,0.77491,0.71561,0.69441,0.79781,0.00107673,0.00107673,0.00107673
364,2483.53,1.00249,0.88532,0.86303,0.9534,0.89943,0.89483,0.9275,0.58588,0.89943,0.89483,0.9275,0.48379,0.79207,0.80265,0.67993,0.77067,0.00107326,0.00107326,0.00107326
365,2490.17,1.11889,1.03297,0.84364,1.06045,0.89408,0.9,0.9475,0.53253,0.89408,0.9,0.9475,0.36011,0.83961,0.91283,0.70136,0.77414,0.00106979,0.00106979,0.00106979
366,2497.28,0.95137,1.02853,0.94905,0.98197,0.87832,0.9,0.89056,0.45045,0.87832,0.9,0.93056,0.43451,0.8625,0.81032,0.74486,0.84746,0.00106634,0.00106634,0.00106634
367,2504.31,0.88744,0.88322,0.76205,0.83712,0.8995,0.9,0.91192,0.55895,0.8995,0.9,0.96192,0.5016,0.77196,0.74122,0.68343,0.78604,0.00106288,0.00106288,0.00106288
368,2511.42,0.98749,1.09124,0.9616,0.93778,0.807,0.9,0.88006,0.58428,0.89892,1,0.97682,0.46955,0.67999,0.82135,0.64817,0.74624,0.00105944,0.00105944,0.00105944
369,2518.3,0.9711,0.97718,0.90791,0.88989,0.81258,0.9,0.8912,0.62666,0.9062,1,0.98591,0.46886,0.66687,0.83474,0.6299,0.76682,0.001056,0.001056,0.001056
370,2525.22,1.03926,1.1087,1.07554,1.03403,0.72717,0.9,0.87893,0.58912,0.83086,1,0.96167,0.43464,0.66511,0.85893,0.66591,0.73677,0.00105257,0.00105257,0.00105257
371,2531.93,0.83386,0.94389,0.7481,0.83334,0.82003,1,0.96167,0.57735,0.82003,1,0.96167,0.40219,0.69074,0.84992,0.69974,0.73217,0.00104914,0.00104914,0.00104914
372,2538.77,0.91288,1.05028,0.85485,0.86219,0.7687,0.99723,0.92041,0.55756,1,0.89063,0.97192,0.41807,0.63625,0.83454,0.64042,0.71659,0.00104572,0.00104572,0.00104572
373,2545.82,0.96364,0.95778,0.86423,0.96384,0.82562,0.94908,0.91722,0.61997,0.98024,0.9,0.97833,0.4232,0.72476,0.85217,0.69246,0.71205,0.00104231,0.00104231,0.00104231
374,2552.9,1.09404,1.1777,0.90676,1.03527,0.89865,0.88784,0.91167,0.59285,0.9856,0.9,0.96167,0.41621,0.69881,0.84486,0.68694,0.70995,0.00103891,0.00103891,0.00103891
375,2559.68,0.81441,0.93719,0.76868,0.76824,0.89844,0.88596,0.93056,0.57249,0.97815,0.9,0.95056,0.4478,0.72269,0.83365,0.68514,0.71453,0.00103551,0.00103551,0.00103551
376,2566.76,0.99262,0.97076,1.00022,0.93292,0.97479,0.9,0.97192,0.46292,0.97479,0.9,0.97192,0.43485,0.83522,0.88662,0.65866,0.75932,0.00103212,0.00103212,0.00103212
377,2573.43,0.95567,1.0081,0.89589,0.9284,0.96542,0.9,0.97833,0.52235,0.96542,0.9,0.97833,0.44234,0.83948,0.87795,0.6547,0.76779,0.00102874,0.00102874,0.00102874
378,2580.49,0.93273,1.02859,0.93092,0.94205,0.88216,0.9,0.9575,0.55602,0.88216,0.9,0.9575,0.43588,0.74511,0.83785,0.63826,0.74999,0.00102536,0.00102536,0.00102536
379,2586.96,0.85483,0.84714,0.79338,0.82232,0.78123,0.9,0.92453,0.61395,0.78123,0.9,0.92453,0.40782,0.71943,0.90334,0.60272,0.75925,0.001022,0.001022,0.001022
380,2593.92,0.97401,0.95724,0.83735,0.94643,0.89909,0.89183,0.93056,0.61794,0.89909,0.89183,0.93056,0.39477,0.76275,0.91886,0.6496,0.76834,0.00101864,0.00101864,0.00101864
381,2600.81,0.87747,0.94696,0.80688,0.95727,0.89681,0.87131,0.95643,0.64533,0.89681,0.87131,0.95643,0.45836,0.78123,0.84249,0.61153,0.76786,0.00101528,0.00101528,0.00101528
382,2607.84,1.03192,1.11706,1.0645,1.04262,0.89151,0.9,0.95833,0.65787,0.89151,0.9,0.95833,0.50367,0.74915,0.81036,0.57797,0.75169,0.00101194,0.00101194,0.00101194
383,2614.93,0.95074,0.95932,0.85254,0.95421,0.89287,0.9,0.93643,0.66208,0.89287,0.9,0.93643,0.44907,0.73343,0.84159,0.56171,0.79378,0.0010086,0.0010086,0.0010086
384,2621.61,0.88612,0.97333,0.74271,0.93226,0.87588,0.9,0.95167,0.65534,0.87588,0.9,0.95167,0.45915,0.69284,0.83987,0.57143,0.77284,0.00100527,0.00100527,0.00100527
385,2628.4,1.01174,1.06729,0.94064,0.9973,1,0.89441,0.9575,0.56999,1,0.89441,0.9575,0.42935,0.70994,0.85088,0.64331,0.74324,0.00100195,0.00100195,0.00100195
386,2635.07,0.94922,0.98744,0.91506,0.92462,1,0.88456,0.9575,0.53812,1,0.88456,0.9575,0.49199,0.74824,0.81761,0.69172,0.77181,0.000998642,0.000998642,0.000998642
387,2641.84,0.9487,1.05795,0.8048,0.91714,0.98169,0.8,0.95167,0.58028,0.98169,0.8,0.95167,0.49338,0.72781,0.78983,0.67231,0.78232,0.000995338,0.000995338,0.000995338
388,2648.88,1.0947,1.13583,0.99154,1.07081,0.71476,0.9,0.86167,0.55746,0.97977,0.8,0.93667,0.38275,0.79874,0.89342,0.72478,0.80115,0.000992043,0.000992043,0.000992043
389,2655.48,0.90537,1.04553,0.95182,0.94855,0.97404,0.8,0.94825,0.53309,0.97404,0.8,0.94825,0.36719,0.83546,0.90521,0.67992,0.83948,0.000988755,0.000988755,0.000988755
390,2662.39,0.86155,0.9451,0.87202,0.87405,0.72044,0.9,0.83591,0.46862,0.72044,0.9,0.88448,0.48419,0.80208,0.76216,0.74111,0.84463,0.000985477,0.000985477,0.000985477
391,2669.15,0.90801,0.92181,0.75243,0.84963,0.79697,0.78638,0.86429,0.51717,1,0.69191,0.90179,0.4733,0.86438,0.76549,0.71676,0.85209,0.000982207,0.000982207,0.000982207
392,2675.74,0.8017,0.80439,0.6877,0.74309,0.78599,0.8,0.86233,0.47741,0.78599,0.8,0.86233,0.31962,0.90859,0.97333,0.81583,0.82264,0.000978945,0.000978945,0.000978945
393,2682.3,1.01936,1.04672,0.93723,0.94818,0.79589,0.78151,0.85833,0.53836,0.97387,0.8,0.92833,0.39304,0.81917,0.9133,0.85652,0.78162,0.000975693,0.000975693,0.000975693
394,2688.97,0.77548,0.84877,0.72737,0.79425,0.8679,0.8,0.93774,0.56836,0.8679,0.8,0.93774,0.45165,0.75802,0.82065,0.66677,0.74715,0.000972449,0.000972449,0.000972449
395,2695.78,0.93729,1.03393,0.79404,0.91384,0.87396,0.6942,0.85429,0.51051,1,0.79066,0.94885,0.40001,0.78591,0.85331,0.64774,0.75764,0.000969214,0.000969214,0.000969214
